,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,team,time,timeSeconds,xg,xgot,statistics.minutesPlayed,statistics.expectedAssists
261,,7.7,62.8,0.0,right-foot,0.0,0.0,,1,62.8,7.7,52.9,0,52.9,95.6,69.9,11.2,Wolverhampton,wolverhampton,Manchester United,manchester-united,11352327,manchester-united-wolverhampton,1,0,47.1,4.4,low-right,,0,1,2145828,shot,True,Wolverhampton,0,0.0,0,0.0,1,,814590,,Marcus Rashford,M,M. Rashford,marcus-rashford,81553,11.2,69.9,0,35,2055,save,1,0.0,0.0,,,0.0,0.0,,assisted,Manchester United,11,645,,,88,0.022287
262,,24.2,63.5,0.0,right-foot,0.0,0.0,,1,63.5,24.2,48.9,0,48.9,81.0,64.8,26.3,Wolverhampton,wolverhampton,Manchester United,manchester-united,11352327,manchester-united-wolverhampton,1,0,51.1,19.0,low-centre,,1,0,2145809,shot,False,Manchester United,1,0.0,0,0.0,0,,886363,,Matheus Cunha,F,M. Cunha,matheus-cunha,4830,26.3,64.8,0,43,2569,block,1,0.0,0.0,,,0.0,0.0,,assisted,Wolverhampton,3,131,,,77,0.0294633
263,,8.4,34.3,0.0,left-foot,0.0,1.0,,0,34.3,8.4,47.5,0,47.5,81.0,30.8,10.6,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,52.5,19.0,low-left,,1,0,2156405,shot,False,Aston Villa,1,0.0,0,,0,,827064,,Arnaut Danjuma,F,A. Danjuma,arnaut-danjuma,3692,10.6,30.8,0,10,549,block,0,0.0,0.0,,0.0,1.0,,0.0,regular,Everton,81,4851,,,52,0.119219
264,,,,,right-foot,0.0,0.0,,1,,,58.3,0,58.3,29.2,31.9,31.7,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,41.7,70.8,high-right,,0,1,2156399,shot,True,Everton,0,0.0,1,,0,,119159,,Philippe Coutinho,M,P. Coutinho,philippe-coutinho,55034,31.7,31.9,0,11,629,miss,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,80,4771,,,21,0.00567184
265,,,,,left-foot,0.0,1.0,,0,,,52.4,0,52.4,98.7,46.6,13.8,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,47.6,1.3,low-right,regular,0,1,2156380,shot,True,Everton,0,1.0,0,,0,,974577,,Jhon Durán,F,J. Durán,jhon-duran,1824,13.8,46.6,0,16,940,goal,0,0.0,0.0,,0.0,1.0,,0.0,regular,Aston Villa,75,4460,,,16,
266,,2.3,50.4,0.0,right-foot,0.0,0.0,,1,50.4,2.3,49.6,0,49.6,95.6,45.4,24.0,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,50.4,4.4,low-centre,,0,1,2156342,shot,True,Everton,0,0.0,0,,1,,119159,,Philippe Coutinho,M,P. Coutinho,philippe-coutinho,55034,24.0,45.4,0,24,1409,save,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,67,3991,,,21,0.00567184
267,,1.6,47.1,0.0,right-foot,0.0,0.0,,1,47.1,1.6,47.1,0,47.1,85.4,40.2,9.0,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,52.9,14.6,low-left,,1,0,2156314,shot,False,Aston Villa,0,0.0,0,,1,,268903,,Neal Maupay,F,N. Maupay,neal-maupay,1431,9.0,40.2,0,31,1852,save,0,1.0,0.0,,0.0,0.0,,0.0,corner,Everton,60,3548,,,40,0.0157477
268,,12.8,57.6,0.0,right-foot,0.0,0.0,,1,57.6,12.8,46.7,0,46.7,94.4,66.3,22.6,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,53.3,5.6,low-left,,1,0,2156313,shot,False,Aston Villa,1,0.0,0,,0,,1020141,,Nathan Patterson,D,N. Patterson,patterson-nathan,667,22.6,66.3,0,32,1884,block,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Everton,59,3516,,,90,0.0724246
269,,,,,right-foot,0.0,0.0,,1,,,41.8,0,41.8,94.4,65.6,8.8,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,58.2,5.6,close-left,,0,1,2156301,shot,True,Everton,0,0.0,1,,0,,555386,,Ollie Watkins,F,O. Watkins,ollie-watkins,5318,8.8,65.6,0,35,2045,miss,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,56,3355,,,74,0.0533583
270,,,,,left-foot,0.0,1.0,,0,,,48.4,0,48.4,19.4,54.0,4.4,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,51.6,80.6,high,,1,0,2156288,shot,False,Aston Villa,0,0.0,1,,0,,145188,,James Tarkowski,D,J. Tarkowski,james-tarkowski,1355,4.4,54.0,0,38,2227,miss,0,1.0,0.0,,0.0,0.0,,0.0,corner,Everton,53,3173,,,90,0.00907176
271,,15.5,35.4,0.0,right-foot,0.0,0.0,,1,35.4,15.5,49.1,0,49.1,81.0,32.3,19.0,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,50.9,19.0,low-centre,,1,0,2156287,shot,False,Aston Villa,1,0.0,0,,0,,827064,,Arnaut Danjuma,F,A. Danjuma,arnaut-danjuma,3692,19.0,32.3,0,38,2260,block,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Everton,53,3140,,,52,0.119219
272,,15.8,30.0,0.0,right-foot,0.0,0.0,,1,30.0,15.8,49.6,0,49.6,81.0,28.2,17.2,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,50.4,19.0,low-centre,,1,0,2156284,shot,False,Aston Villa,1,0.0,0,,0,,827064,,Arnaut Danjuma,F,A. Danjuma,arnaut-danjuma,3692,17.2,28.2,0,38,2270,block,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Everton,53,3130,,,52,0.119219
273,,,,,right-foot,0.0,0.0,,1,,,49.0,0,49.0,91.8,44.1,10.7,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,51.0,8.2,low-centre,regular,0,1,2156285,shot,True,Everton,0,1.0,0,,0,,808590,,Leon Bailey,F,L. Bailey,leon-bailey,4026,10.7,44.1,0,40,2361,goal,0,0.0,0.0,,0.0,0.0,,1.0,throw-in-set-piece,Aston Villa,51,3039,,,63,0.683952
274,,15.3,59.6,0.0,left-foot,0.0,1.0,,0,59.6,15.3,50.3,0,50.3,81.0,63.7,22.1,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,49.7,19.0,low-centre,,0,1,2156273,shot,True,Everton,1,0.0,0,,0,,826204,,Boubacar Kamara,M,B. Kamara,boubacar-kamara,2627,22.1,63.7,0,41,2418,block,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,50,2982,,,90,0.0404234
275,1.0,1.5,57.6,0.0,right-foot,0.0,0.0,,1,57.6,1.5,52.2,0,52.2,97.5,66.5,3.1,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,47.8,2.5,low-right,,1,0,2156186,shot,False,Aston Villa,0,0.0,0,,1,,827064,,Arnaut Danjuma,F,A. Danjuma,arnaut-danjuma,3692,3.1,66.5,0,1,2661,save,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Everton,45,2739,,,52,0.119219
276,,1.8,51.4,0.0,right-foot,0.0,0.0,,1,51.4,1.8,53.8,0,53.8,81.0,53.4,12.2,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,46.2,19.0,low-right,,0,1,2156154,shot,True,Everton,0,0.0,0,,1,,855817,,Moussa Diaby,F,M. Diaby,diaby-moussa,6153,12.2,53.4,0,12,713,save,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,34,1987,,,64,0.175696
277,,1.5,51.6,0.0,left-foot,0.0,1.0,,0,51.6,1.5,50.7,0,50.7,91.8,53.4,15.3,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,49.3,8.2,low-centre,,0,1,2156138,shot,True,Everton,0,0.0,0,,1,,855817,,Moussa Diaby,F,M. Diaby,diaby-moussa,6153,15.3,53.4,0,19,1087,save,0,0.0,1.0,,0.0,0.0,,0.0,fast-break,Aston Villa,27,1613,,,64,0.175696
278,,,,,right-foot,0.0,0.0,,1,,,54.2,0,54.2,93.7,50.0,11.5,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,45.8,6.3,low-right,penalty,0,1,2156127,shot,True,Everton,0,1.0,0,,0,,867887,,Douglas Luiz,M,D. Luiz,douglas-luiz,3499,11.5,50.0,0,22,1262,goal,0,0.0,0.0,,1.0,0.0,,0.0,penalty,Aston Villa,24,1438,,,64,0.107812
279,,4.2,54.5,0.0,head,1.0,0.0,,0,54.5,4.2,60.8,0,60.8,87.5,47.8,8.1,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,39.2,12.5,right,,0,1,2156120,shot,True,Everton,0,0.0,1,,0,,808590,,Leon Bailey,F,L. Bailey,leon-bailey,4026,8.1,47.8,0,24,1393,miss,0,1.0,0.0,,0.0,0.0,,0.0,corner,Aston Villa,22,1307,,,63,0.683952
280,,6.7,49.5,0.0,head,1.0,0.0,,0,49.5,6.7,32.1,0,32.1,93.1,58.1,12.0,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,67.9,6.9,left,,1,0,2156106,shot,False,Aston Villa,0,0.0,1,,0,,927361,,James Garner,M,J. Garner,james-garner,2344,12.0,58.1,0,26,1527,miss,0,0.0,0.0,,0.0,1.0,,0.0,regular,Everton,20,1173,,,90,0.141263
281,,6.7,48.2,0.0,left-foot,0.0,1.0,,0,48.2,6.7,30.9,0,30.9,95.8,54.8,9.0,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,69.1,4.2,left,,1,0,2156107,shot,False,Aston Villa,0,0.0,1,,0,,96535,,Abdoulaye Doucouré,M,A. Doucouré,abdoulaye-doucoure,1520,9.0,54.8,0,26,1551,miss,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Everton,20,1149,,,89,0.0255105
282,,,,,right-foot,0.0,0.0,,1,,,48.7,0,48.7,81.6,53.4,3.7,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,51.3,18.4,low-centre,regular,0,1,2156097,shot,True,Everton,0,1.0,0,,0,,250223,,John McGinn,M,J. McGinn,john-mcginn,1687,3.7,53.4,0,28,1672,goal,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,18,1028,,,90,0.0993118
283,,,,,left-foot,0.0,1.0,,0,,,47.1,0,47.1,12.5,45.2,18.4,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,52.9,87.5,high,,0,1,2156045,shot,True,Everton,0,0.0,1,,0,,855817,,Moussa Diaby,F,M. Diaby,diaby-moussa,6153,18.4,45.2,0,37,2191,miss,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,9,509,,,64,0.175696
284,,8.0,31.6,0.0,left-foot,0.0,1.0,,0,31.6,8.0,49.1,0,49.1,81.0,29.6,8.9,Everton,everton,Aston Villa,aston-villa,11352337,everton-aston-villa,1,0,50.9,19.0,low-centre,,0,1,2156012,shot,True,Everton,1,0.0,0,,0,,96538,,Lucas Digne,D,L. Digne,lucas-digne,2903,8.9,29.6,0,45,2681,block,1,0.0,0.0,,0.0,0.0,,0.0,assisted,Aston Villa,1,19,,,90,0.0517421
285,5.0,,,,left-foot,0.0,1.0,,0,,,49.6,0,49.6,25.0,32.2,7.3,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,50.4,75.0,high,,0,1,2159746,shot,True,Arsenal,0,0.0,1,0.0,0,,988275,,Tyrick Mitchell,D,T. Mitchell,tyrick-mitchell,663,7.3,32.2,0,1,608,miss,0,0.0,0.0,0.0,0.0,1.0,0.0,,regular,Crystal Palace,90,5692,,,90,0.127138
286,5.0,2.3,43.5,0.0,right-foot,0.0,0.0,,1,43.5,2.3,47.2,0,47.2,86.7,41.9,3.5,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,52.8,13.3,low-left,,0,1,2159745,shot,True,Arsenal,0,0.0,0,0.0,1,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,3.5,41.9,0,1,609,save,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,90,5691,,,90,0.0648306
287,5.0,6.6,53.2,0.0,head,1.0,0.0,,0,53.2,6.6,51.0,0,51.0,81.0,53.8,8.2,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,49.0,19.0,low-centre,,0,1,2159748,shot,True,Arsenal,1,0.0,0,0.0,0,,906047,,Cheick Doucouré,M,C. Doucouré,cheick-doucoure,2069,8.2,53.8,0,1,612,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,90,5688,,,90,0.101715
288,,2.4,35.4,0.0,left-foot,0.0,1.0,,0,35.4,2.4,47.2,0,47.2,81.0,32.5,3.0,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,52.8,19.0,low-left,,0,1,2159734,shot,True,Arsenal,1,0.0,0,0.0,0,,103045,,Jordan Ayew,F,J. Ayew,jordan-ayew,7441,3.0,32.5,0,3,179,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,88,5221,,,90,0.0318898
289,,8.5,69.5,0.0,left-foot,0.0,1.0,,0,69.5,8.5,51.7,0,51.7,81.0,74.9,11.1,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,48.3,19.0,low-centre,,0,1,2159731,shot,True,Arsenal,1,0.0,0,0.0,0,,1101362,,Jesurun Rak-Sakyi,F,J. Rak-Sakyi,jesurun-rak-sakyi,429,11.1,74.9,0,4,201,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,87,5199,,,15,0.0811509
290,,,,,head,1.0,0.0,,0,,,72.4,0,72.4,98.6,46.7,8.5,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,27.6,1.4,right,,0,1,2159728,shot,True,Arsenal,0,0.0,1,0.0,0,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,8.5,46.7,0,5,294,miss,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,86,5106,,,90,0.0648306
291,,5.7,53.4,0.0,right-foot,0.0,0.0,,1,53.4,5.7,51.3,0,51.3,81.0,54.2,7.7,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,48.7,19.0,low-centre,,0,1,2159708,shot,True,Arsenal,1,0.0,0,0.0,0,,103045,,Jordan Ayew,F,J. Ayew,jordan-ayew,7441,7.7,54.2,0,21,1226,block,0,0.0,0.0,0.0,0.0,0.0,1.0,,set-piece,Crystal Palace,70,4174,,,90,0.0318898
292,,,,,left-foot,0.0,1.0,,0,,,65.5,0,65.5,80.6,27.9,10.8,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,34.5,19.4,right,,1,0,2159702,shot,False,Crystal Palace,0,0.0,1,0.0,0,,836705,,Kai Havertz,F,K. Havertz,kai-havertz,38704,10.8,27.9,0,25,1452,miss,0,0.0,0.0,0.0,0.0,1.0,0.0,,regular,Arsenal,66,3948,,,90,0.0465888
293,,5.9,42.4,0.0,left-foot,0.0,1.0,,0,42.4,5.9,50.5,0,50.5,81.0,41.5,7.3,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,49.5,19.0,low-centre,,1,0,2159701,shot,False,Crystal Palace,1,0.0,0,0.0,0,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,6907,7.3,41.5,0,25,1456,block,0,0.0,0.0,0.0,0.0,1.0,0.0,,regular,Arsenal,66,3944,,,79,0.0219938
294,,,,,left-foot,0.0,1.0,,0,,,36.0,0,36.0,33.3,55.5,24.2,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,64.0,66.7,high-left,,1,0,2159693,shot,False,Crystal Palace,0,0.0,1,0.0,0,,547410,,Martin Ødegaard,M,M. Ødegaard,martin-odegaard,27116,24.2,55.5,0,28,1658,miss,0,1.0,0.0,0.0,0.0,0.0,0.0,,corner,Arsenal,63,3742,,,89,0.0889259
295,,1.2,51.6,0.0,right-foot,0.0,0.0,,1,51.6,1.2,50.0,0,50.0,73.4,71.4,18.1,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,50.0,26.6,high-centre,,1,0,2159691,shot,False,Crystal Palace,0,0.0,0,0.0,1,,316148,,Thomas Partey,M,T. Partey,thomas-partey,22241,18.1,71.4,0,29,1706,save,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,62,3694,,,90,0.0496668
296,,,,,right-foot,0.0,0.0,,1,,,55.3,0,55.3,40.3,51.9,23.1,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,44.7,59.7,close-high,,0,1,2159687,shot,True,Arsenal,0,0.0,1,0.0,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,23.1,51.9,0,33,1974,miss,0,0.0,0.0,1.0,0.0,0.0,0.0,,free-kick,Crystal Palace,58,3426,,,90,0.148652
297,,,,,right-foot,0.0,0.0,,1,,,56.1,0,56.1,80.6,74.0,5.3,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,43.9,19.4,close-right,,0,1,2159684,shot,True,Arsenal,0,0.0,1,0.0,0,,103045,,Jordan Ayew,F,J. Ayew,jordan-ayew,7441,5.3,74.0,0,36,2119,miss,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,55,3281,,,90,0.0318898
298,,,,,left-foot,0.0,1.0,,0,,,46.2,0,46.2,98.1,50.0,11.5,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,53.8,1.9,low-left,penalty,1,0,2159680,shot,False,Crystal Palace,0,1.0,0,0.0,0,,547410,,Martin Ødegaard,M,M. Ødegaard,martin-odegaard,27116,11.5,50.0,0,37,2218,goal,0,0.0,0.0,0.0,1.0,0.0,0.0,,penalty,Arsenal,54,3182,,,89,0.0889259
299,1.0,10.2,39.9,0.0,left-foot,0.0,1.0,,0,39.9,10.2,47.3,0,47.3,81.0,38.8,11.7,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,52.7,19.0,low-left,,0,1,2159634,shot,True,Arsenal,1,0.0,0,0.0,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,11.7,38.8,0,1,2641,block,0,0.0,1.0,0.0,0.0,0.0,0.0,,fast-break,Crystal Palace,45,2759,,,90,0.148652
300,,,,,right-foot,0.0,0.0,,1,,,65.5,0,65.5,72.2,36.5,14.6,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,34.5,27.8,right,,1,0,2159623,shot,False,Crystal Palace,0,0.0,1,0.0,0,,922573,,Gabriel Martinelli,F,G. Martinelli,gabriel-martinelli,26243,14.6,36.5,0,3,159,miss,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,43,2541,,,70,0.0421207
301,,2.0,52.3,0.0,left-foot,0.0,1.0,,0,52.3,2.0,50.1,0,50.1,64.6,72.6,19.4,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,49.9,35.4,high-centre,,1,0,2159619,shot,False,Crystal Palace,0,0.0,0,0.0,1,,547410,,Martin Ødegaard,M,M. Ødegaard,martin-odegaard,27116,19.4,72.6,0,4,224,save,0,0.0,0.0,0.0,0.0,1.0,0.0,,regular,Arsenal,42,2476,,,89,0.0889259
302,,,,,left-foot,0.0,1.0,,0,,,36.1,0,36.1,54.2,60.4,12.4,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,63.9,45.8,high-left,,1,0,2159616,shot,False,Crystal Palace,0,0.0,1,0.0,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,38508,12.4,60.4,0,6,303,miss,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,40,2397,,,89,0.107743
303,,,,,right-foot,0.0,0.0,,1,,,48.4,0,48.4,43.1,58.4,4.7,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,51.6,56.9,close-high,,1,0,2159604,shot,False,Crystal Palace,0,0.0,1,0.0,0,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,6907,4.7,58.4,0,10,584,miss,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,36,2116,,,79,0.0219938
304,,,,,left-foot,0.0,1.0,,0,,,44.6,0,44.6,95.6,62.0,8.8,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,55.4,4.4,left,,1,0,2159590,shot,False,Crystal Palace,0,0.0,0,1.0,0,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,6907,8.8,62.0,0,17,983,post,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,29,1717,,,79,0.0219938
305,,,,,head,1.0,0.0,,0,,,37.1,0,37.1,88.9,43.9,10.1,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,62.9,11.1,left,,1,0,2159587,shot,False,Crystal Palace,0,0.0,1,0.0,0,,316148,,Thomas Partey,M,T. Partey,thomas-partey,22241,10.1,43.9,0,18,1034,miss,0,0.0,0.0,0.0,0.0,0.0,1.0,,set-piece,Arsenal,28,1666,,,90,0.0496668
306,,,,,right-foot,0.0,0.0,,1,,,38.2,0,38.2,76.4,65.3,24.8,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,61.8,23.6,left,,0,1,2159575,shot,True,Arsenal,0,0.0,1,0.0,0,,906047,,Cheick Doucouré,M,C. Doucouré,cheick-doucoure,2069,24.8,65.3,0,25,1460,miss,0,0.0,0.0,0.0,0.0,1.0,0.0,,regular,Crystal Palace,21,1240,,,90,0.101715
307,,23.4,55.2,0.0,left-foot,0.0,1.0,,0,55.2,23.4,49.8,0,49.8,81.0,56.3,28.0,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,50.2,19.0,low-centre,,0,1,2159576,shot,True,Arsenal,1,0.0,0,0.0,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,28.0,56.3,0,25,1463,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,21,1237,,,90,0.148652
308,,4.2,48.6,0.0,right-foot,0.0,0.0,,1,48.6,4.2,47.0,0,47.0,85.4,34.9,27.9,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,53.0,14.6,low-left,,0,1,2159560,shot,True,Arsenal,0,0.0,0,0.0,1,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,27.9,34.9,0,30,1745,save,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,16,955,,,90,0.148652
309,,8.1,37.9,0.0,right-foot,0.0,0.0,,1,37.9,8.1,50.3,0,50.3,81.0,35.5,9.7,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,49.7,19.0,low-centre,,0,1,2159561,shot,True,Arsenal,1,0.0,0,0.0,0,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,9.7,35.5,0,30,1758,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Crystal Palace,16,942,,,90,0.0648306
310,,7.5,67.2,0.0,right-foot,0.0,0.0,,1,67.2,7.5,47.1,0,47.1,81.0,69.9,8.5,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,52.9,19.0,low-left,,1,0,2159552,shot,False,Crystal Palace,1,0.0,0,0.0,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,38508,8.5,69.9,0,32,1902,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,14,798,,,89,0.107743
311,,10.2,51.8,0.0,right-foot,0.0,0.0,,1,51.8,10.2,49.6,0,49.6,81.0,52.4,13.0,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,50.4,19.0,low-centre,,1,0,2159527,shot,False,Crystal Palace,1,0.0,0,0.0,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,38508,13.0,52.4,0,44,2599,block,0,0.0,0.0,0.0,0.0,1.0,0.0,,regular,Arsenal,2,101,,,89,0.107743
312,,10.1,40.8,0.0,right-foot,0.0,0.0,,1,40.8,10.1,48.6,0,48.6,81.0,38.9,12.5,Arsenal,arsenal,Crystal Palace,crystal-palace,11352346,arsenal-crystal-palace,2,0,51.4,19.0,low-centre,,1,0,2159525,shot,False,Crystal Palace,1,0.0,0,0.0,0,,922573,,Gabriel Martinelli,F,G. Martinelli,gabriel-martinelli,26243,12.5,38.9,0,44,2602,block,1,0.0,0.0,0.0,0.0,0.0,0.0,,assisted,Arsenal,2,98,,,70,0.0421207
313,6.0,0.6,60.8,0.0,right-foot,0.0,0.0,,1,60.8,0.6,53.4,0,53.4,98.1,69.3,1.2,Brentford,brentford,Fulham,fulham,11352358,brentford-fulham,2,0,46.6,1.9,low-right,,0,1,2152953,shot,True,Brentford,0,0.0,0,0.0,1,,355528,,Harry Wilson,M,H. Wilson,harry-wilson,1858,1.2,69.3,0,1,586,save,1,0.0,,0.0,0.0,0.0,0.0,0.0,assisted,Fulham,90,5714,,,90,0.136285
314,5.0,4.9,43.7,0.0,right-foot,0.0,0.0,,1,43.7,4.9,48.3,0,48.3,93.7,42.1,7.0,Brentford,brentford,Fulham,fulham,11352358,brentford-fulham,2,0,51.7,6.3,low-centre,,1,0,2152891,shot,False,Fulham,0,0.0,0,0.0,1,,972421,,Keane Lewis-Potter,F,K. Lewis-Potter,keane-lewis-potter,470,7.0,42.1,0,1,638,save,0,0.0,,0.0,0.0,0.0,1.0,0.0,set-piece,Brentford,90,5662,,,19,0.0145178
